feature_group1,feature_group2,feature_group3,feature_group4,target
14434.82103,48794.20307,0,5751,1
14893.80821,60297.4501,0,7339,1
5262.24132,13050.15037,1,4736,1
10988.70109,46230.74968,0,5440,1
6471.760839,13969.32756,1,5259,1
11751.59597,51634.8434,0,6220,1
6074.708947,15346.65053,1,5817,1
14556.18179,47436.57794,0,5569,1
1258.45882,46751.62428,0,5476,1
15837.28292,54389.87432,0,6590,1
13647.18431,49008.62413,0,5752,1
15455.78639,54158.90606,0,6506,1
13708.95719,51710.78082,0,6196,1
4392.131142,10238.29762,1,3387,1
4277.194113,10130.16263,1,2788,1
16024.52424,59226.90625,0,7176,1
8253.245399,18004.3513,1,6892,1
13395.56315,46544.56216,0,5434,1
8800.740814,45793.54657,0,5303,1
11763.26493,43783.57786,0,4989,1
4975.861509,22733.5621,0,838,1
15038.21213,57206.01538,0,6961,1
13939.28861,48208.12489,0,5688,1
15822.80757,56131.49467,0,6586,1
5011.658313,11064.35535,1,3988,1
14852.0695,57189.38961,0,6901,1
11069.45409,50930.85909,0,6105,1
3585.809273,6166.093678,2,3431,1
9318.251482,45776.01484,0,5197,1
912.4945301,52715.5,0,6364,1
9587.82856,50723.9366,0,5918,1
16084.8075,56193.3427,0,6764,1
1970.41998,2776.686757,3,1270,1
6419.141106,14574.24987,1,5334,1
15006.16966,51935.35859,0,6145,1
17432.93388,57342.15531,0,6970,1
15122.17918,54487.48371,0,6599,1
1233.074813,58747.12212,0,7115,1
8053.666657,17152.08345,1,6432,1
4767.353433,12549.86811,1,4523,1
3167.380929,5219.068694,2,2428,1
10690.37303,48736.18711,0,5744,1
11579.76905,52890.53036,0,6326,1
10094.86048,49637.59374,0,5848,1
4291.828558,7760.244723,2,4753,1
12635.60583,42848.92143,0,4677,1
6759.317309,16413.55005,1,6176,1
5872.144998,12393.42969,1,4484,1
6811.074092,41079.43642,0,4448,1
2621.272968,51363.19888,0,5851,1
8126.813424,34037.82752,0,3289,1
17870.17531,59672.56355,0,7171,1
2859.238533,3616.256403,2,974,1
10125.22436,41234.2968,0,4493,1
11680.71173,47822.21842,0,5658,1
1782.504517,56067.84191,0,6726,1
1962.531484,3009.906707,4,2719,1
15499.3162,54564.65598,0,6552,1
12893.23276,40567.28101,0,4466,1
8742.422028,33327.65625,0,3266,1
13095.88505,48479.09359,0,5528,1
14707.41605,55598.57688,0,6733,1
16544.93411,54965.01553,0,6599,1
2815.196283,5199.200213,2,2711,1
4312.992741,9598.902201,1,3390,1
14513.46897,51959.0149,0,6227,1
14385.70231,55634.18717,0,6794,1
8300.662498,43490.87433,0,4880,1
2332.611344,4014.001875,3,3171,1
1399.196659,46156.31216,0,5402,1
13044.57718,50581.26562,0,6041,1
9174.697834,45409.2953,0,5049,1
4755.096861,11935.69785,1,3937,1
17792.16111,59186.2185,0,7214,1
4775.685197,9087.23358,1,2981,1
11981.56693,56768.02508,0,6792,1
4022.852122,8589.841874,2,5167,1
5160.619035,12436.68119,1,4522,1
17330.33878,58000.42087,0,7035,1
14222.12791,57577.17004,0,6959,1
11536.53414,50408.1092,0,6009,1
5166.211707,31452.60897,0,2797,1
5318.730974,11396.7156,1,4187,1
2948.036385,5219.642322,2,2892,1
6801.4385,15338.68378,1,5655,1
13016.20501,56246.40552,0,6840,1
2769.229634,4731.843561,2,2070,1
15729.42353,57744.9687,0,7076,1
6770.456727,12951.44144,1,5500,1
6919.541412,13630.70086,1,4689,1
13095.65986,44438.64062,0,5099,1
16950.52537,60943.54672,0,7388,1
4853.372839,11524.82849,1,4214,1
4626.022254,10566.9956,1,3765,1
11334.971,50072.64015,0,5977,1
5464.237039,34518.79646,0,3199,1
13911.67614,58208.63817,0,7037,1
5853.948659,15067.5376,1,5568,1
16415.90597,55404.74995,0,6682,1
1287.943123,51531.43729,0,6120,1
16053.2345,57720.23338,0,7031,1
1451.72024,57703.66998,0,6987,1
15006.33068,61196.80387,0,7472,1
10260.70961,42936.09362,0,4822,1
14665.40625,60494.80294,0,7340,1
15175.34466,60764.83996,0,7403,1
13173.15158,45315.03123,0,5256,1
3952.344896,9186.717547,1,2712,1
12302.20243,44336.78088,0,4992,1
7802.241512,35684.46838,0,3574,1
13734.67256,49514.29627,0,5845,1
6229.852391,13073.50661,1,4975,1
4850.734572,10368.30474,1,3591,1
14616.30813,61724.48742,0,7532,1
1244.928408,56361.10865,0,6825,1
12277.00862,56722.12178,0,6839,1
4805.135287,9601.124687,1,3147,1
7930.659423,16340.94374,1,6180,1
3808.029799,6162.585229,3,5093,1
3209.546642,7227.440077,2,4004,1
18223.91814,60440.87325,0,7372,1
11336.05085,49224.79584,0,5569,1
1144.663792,49866.79629,0,5921,1
2143.082586,47495.07768,0,5449,1
6250.735562,14613.95924,1,5552,1
6813.465932,29180.42158,0,2243,1
11001.7363,42473.14062,0,4501,1
2463.806197,39143.03103,0,4166,1
13924.81993,56317.59316,0,6808,1
14313.72117,49183.46869,0,5778,1
6245.608296,15170.26413,1,5760,1
3398.352146,9609.678862,1,2773,1
10714.41695,46916.32783,0,5487,1
3199.583879,37838.76051,0,3103,1
13482.00339,56515.1708,0,6855,1
2848.260769,6390.256302,2,3652,1
6057.780873,12433.00495,1,4585,1
12332.67116,55790.90549,0,6704,1
10117.95714,50154.20229,0,5869,1
5001.379494,12262.42196,1,4380,1
5570.002186,10605.88011,1,3814,1
10095.27713,50739.51458,0,5925,1
11717.02408,50376.15598,0,6002,1
2937.668275,6045.205704,2,3065,1
6218.540248,15981.64291,1,5976,1
4728.40412,9980.141371,1,3190,1
14570.78079,52649.64048,0,6297,1
14966.03899,54163.23338,0,6517,1
2503.225659,3854.246054,3,2369,1
4207.055641,11480.65952,1,4131,1
9426.499649,44258.79654,0,5023,1
11805.8553,53508.8125,0,6418,1
5391.240707,11693.43032,1,4196,1
18361.39853,61641.31458,0,7548,1
10389.15186,42608.45304,0,4807,1
16655.65942,56280.1866,0,6512,1
15839.76448,55441.32807,0,6749,1
13928.67748,51310.57783,0,6173,1
11432.57907,43612.34352,0,4978,1
14002.91133,55966.99951,0,6798,1
1226.57225,55677.10808,0,6711,1
6196.422155,12791.88548,1,4691,1
14637.61099,57462.04636,0,7003,1
4678.78006,8355.196036,1,2611,1
15078.85398,51885.87486,0,6222,1
13649.28224,53677.67126,0,6499,1
13565.35254,48681.64041,0,5565,1
2334.77107,3998.186731,2,1453,1
2669.915773,2931.230524,3,161,1
9749.772926,48969.29277,0,5621,1
12566.89789,54742.09313,0,6606,1
2572.429961,5541.12519,2,2686,1
16186.56951,59038.91918,0,7203,1
12545.59079,59132.36166,0,7102,1
14056.02779,56147.27921,0,6736,1
11570.32359,54501.40472,0,6540,1
5878.539706,12791.7608,1,4582,1
5244.959989,11485.86833,1,4052,1
12872.79277,44440.74997,0,5122,1
4904.192242,42930.59201,0,4508,1
3627.686658,7735.553575,2,4734,1
2940.472439,5445.748101,2,2995,1
14218.57081,57459.63659,0,6931,1
16711.14487,61232.35735,0,7485,1
12486.52036,55049.15574,0,6686,1
14658.29408,52460.60839,0,6125,1
2674.22591,4012.609462,3,2801,1
1672.093068,2395.628711,4,1349,1
16735.16894,57686.34339,0,7068,1
1885.836654,49892.38972,0,5813,1
4601.560377,7672.865052,2,4429,1
13652.69873,48369.03105,0,5736,1
9174.49871,46752.26524,0,5397,1
13458.13609,50155.54664,0,5813,1
13169.40236,59312.76804,0,7162,1
2406.975751,4367.201675,3,3329,1
5559.728786,11331.27522,1,3881,1
17048.39701,55883.10931,0,6757,1
10697.91646,51598.73372,0,6163,1
11483.58828,47307.53102,0,5582,1
16751.62223,58398.74628,0,7104,1
12560.82861,42064.78083,0,4772,1
3451.182092,5134.619145,2,2668,1
4932.433161,10846.29598,1,3851,1
13562.52746,55984.54357,0,6679,1
1302.582127,51354.2498,0,6156,1
2685.092481,5498.923243,2,2841,1
15023.29855,55572.87453,0,6682,1
12555.85898,56185.29541,0,6775,1
8227.564605,17758.91081,1,6659,1
1349.329327,1926.142402,6,2410,1
12874.15045,48025.68741,0,5528,1
17164.34343,61560.14221,0,7503,1
8254.578968,46064.12395,0,5346,1
17898.40759,58123.75373,0,6942,1
10133.77955,47157.42119,0,5457,1
8949.584404,39296.60918,0,4109,1
15225.32516,54155.9368,0,6512,1
15646.33205,51321.843,0,6018,1
5191.491243,9598.647518,1,3365,1
6779.292017,42081.54589,0,4635,1
5773.825092,13559.5107,1,5022,1
9980.946996,48648.26512,0,5681,1
12078.37554,52207.82774,0,6265,1
2457.910235,6161.79555,2,3218,1
1664.747525,46869.21836,0,5454,1
7912.206391,29128.64053,0,2053,1
14660.10534,54547.96864,0,6580,1
4122.312589,8759.699086,2,5219,1
11379.04424,44033.28083,0,5042,1
10277.14979,39345.70285,0,4189,1
13047.17673,52903.90607,0,6370,1
1349.520809,49682.49996,0,5838,1
15725.2983,54416.89056,0,6575,1
6550.84041,12684.80332,1,4549,1
14459.00103,57978.80932,0,6911,1
4099.773692,8158.544519,2,4694,1
5301.778522,10997.60943,1,3916,1
2625.259971,4578.507628,3,3755,1
1002.529835,50600.67141,0,6051,1
5903.814198,12057.82923,1,4401,1
14943.76272,50581.95254,0,6013,1
13559.79932,51299.42179,0,6099,1
10663.69008,49965.48409,0,5883,1
14005.73622,58779.46728,0,7196,1
12895.52384,55220.09318,0,6724,1
6421.049182,33540.32775,0,3087,1
6809.046945,25356.65116,1,5834,1
4096.105246,7413.56556,2,4496,1
1844.0833,6261.350671,2,3296,1
16400.89947,55521.45312,0,6695,1
14056.47333,51323.35928,0,6081,1
1761.515302,52609.84371,0,6254,1
15103.64596,55824.92178,0,6789,1
2425.652739,4164.501835,3,3240,1
11662.13397,50630.76556,0,6015,1
3415.737333,6367.077118,2,3623,1
4471.330393,10072.99959,1,3463,1
4825.132763,8857.076097,1,3135,1
14048.75093,59410.06139,0,7280,1
2591.769492,4496.081996,3,3645,1
5483.037249,11755.33595,1,3947,1
10543.47868,46981.56203,0,5534,1
5681.714135,27368.64044,0,1889,1
7946.347614,33326.82766,0,3105,1
12498.38311,55895.90509,0,6734,1
3255.273402,32537.18716,0,3110,1
5043.35529,10741.07656,1,3301,1
15151.71194,56756.10792,0,6863,1
12875.40747,43817.12494,0,4976,1
3819.7688,10594.75573,1,3853,1
6557.895719,43067.44901,0,4561,1
13222.66327,47231.45311,0,5377,1
16670.7639,57923.34224,0,7038,1
15861.95115,52815.6562,0,6242,1
5636.79362,13526.3715,1,5066,1
1152.845641,37097.68535,0,2810,1
9700.88734,41207.5155,0,4485,1
1143.327843,53896.54635,0,6457,1
2184.391216,4106.390444,3,3121,1
4449.361228,8875.515095,1,2922,1
16522.46296,54732.45146,0,6557,1
5541.674919,14789.99037,1,5432,1
1286.059667,53481.96785,0,6412,1
5650.678508,14189.03513,1,5195,1
5863.877705,13488.69621,1,4959,1
3196.992634,6198.645071,2,3617,1
7590.4144,37007.4842,0,3937,1
14467.02269,51135.74923,0,6074,1
6387.008177,31560.21839,0,2858,1
15319.68819,61976.5153,0,7595,1
10403.26538,48156.24928,0,5644,1
4170.490782,9092.380843,1,2817,1
10535.95744,37837.31231,0,4028,1
13263.44681,44834.96873,0,5164,1
12753.7576,48408.84366,0,5720,1
10925.23711,51336.73372,0,6101,1
16596.44787,61159.59654,0,7464,1
5886.437711,12277.74829,1,4372,1
4419.761055,9699.762028,1,3331,1
4272.934698,7930.408871,2,4962,1
7712.962578,36085.76534,0,3723,1
8677.323812,37068.43729,0,3886,1
12939.68205,46094.2812,0,5358,1
8031.444232,35694.68725,0,3672,1
15508.15014,50018.7031,0,5863,1
1431.892194,49396.28076,0,5828,1
14205.34696,60728.7003,0,7393,1
4459.923805,10829.50437,1,3772,1
5644.063343,32832.5616,0,2942,1
16309.72097,56967.31249,0,6900,1
1072.365366,60302.93032,0,7388,1
11383.47726,40284.45297,0,4455,1
3079.867097,7141.543781,2,4005,1
15092.55767,56007.37442,0,6808,1
14893.40397,49747.48408,0,5875,1
11934.08746,48221.65619,0,5646,1
4238.047395,8547.373585,1,2429,1
4333.082838,8206.464702,1,2665,1
8723.237605,43432.20283,0,4855,1
5442.64081,13119.2886,1,4841,1
15907.72257,52036.79686,0,6211,1
16516.93549,55768.93654,0,6764,1
3386.280892,10189.37807,1,3440,1
3337.192335,6183.040738,1,1051,1
3196.80322,8871.615693,1,2269,1
5031.088968,11180.97278,1,3982,1
12390.62618,50518.89019,0,5961,1
15875.84054,58975.29687,0,7035,1
15967.87778,58912.16943,0,7029,1
6646.088236,12129.67371,1,3810,1
4806.903617,9528.620149,1,3131,1
12349.52814,47422.21874,0,5512,1
1732.565454,58717.31473,0,6994,1
14401.34769,54250.7183,0,6488,1
4524.759877,8652.902709,2,5351,1
6693.481708,30107.37436,0,2322,1
11931.27018,52855.4836,0,6417,1
16889.14223,57518.40614,0,6930,1
14048.77564,51582.23431,0,6059,1
4271.437987,9284.501065,1,2940,1
12134.06172,44824.10937,0,5183,1
11671.08736,48418.42166,0,5717,1
3593.06315,7646.947468,1,2237,1
5777.467553,12938.88393,1,4586,1
12524.92243,48067.04669,0,5633,1
14592.05696,53629.74962,0,6446,1
11806.71649,47875.74964,0,5590,1
12491.78176,46542.60927,0,5417,1
14724.98072,50028.625,0,5912,1
17610.49026,61166.17054,0,7460,1
2493.622056,4317.179867,3,3384,1
3809.799507,7072.009166,2,4225,1
14945.75897,51484.78118,0,6140,1
15048.75894,54077.03056,0,6522,1
4253.474943,7490.488616,1,2109,1
13390.00517,48387.84327,0,5660,1
2594.373428,6370.700373,2,3071,1
1424.422416,59255.13713,0,7205,1
13627.20403,51197.68719,0,6012,1
7294.75619,38045.17043,0,3641,1
14155.30766,45399.82812,0,5163,1
9310.943027,37888.62471,0,4064,1
3454.705106,7304.293139,2,4459,1
10199.2312,46621.84359,0,5476,1
7700.668054,15295.1962,1,5752,1
5706.829678,9596.851819,1,2509,1
17767.92827,60655.06269,0,7413,1
15770.97848,53957.93683,0,6474,1
7368.08377,32320.67176,0,3041,1
10437.24526,47783.62473,0,5612,1
11981.40888,50141.48396,0,5893,1
15491.13397,53437.5312,0,6450,1
14655.70889,49957.56237,0,5856,1
14598.23549,55762.02966,0,6756,1
9428.059892,46436.07713,0,5285,1
12599.02201,41323.70238,0,4611,1
8382.02587,36408.24997,0,3550,1
14724.60882,58719.9036,0,7164,1
14768.76462,52057.10905,0,6111,1
11309.78066,46400.98395,0,5399,1
12726.27073,45622.12469,0,5226,1
3135.373379,5084.244976,2,2594,1
13639.65546,50859.04674,0,6083,1
3128.168982,5420.11783,3,4581,1
12433.06539,45724.28089,0,5326,1
6071.379956,12355.57539,1,4277,1
15593.4147,50602.04672,0,5905,1
14577.96696,49687.85872,0,5885,1
18590.41878,61561.42114,0,7521,1
16889.99675,60906.35789,0,7461,1
12701.31887,44012.04687,0,4969,1
12553.54038,41894.14062,0,4633,1
5298.635533,12053.96853,1,4440,1
15010.06398,57658.45302,0,6953,1
4090.188724,6932.659891,2,4047,1
4567.695596,11223.46384,1,3958,1
11231.08926,52830.515,0,6233,1
2462.498096,5121.567678,2,2701,1
3206.022177,6994.20589,2,4331,1
3678.308419,7190.45756,2,4167,1
9178.351403,19790.09126,1,7331,1
13158.21401,41703.48433,0,4591,1
2702.410479,6022.813618,2,2996,1
8346.489875,43751.12464,0,4988,1
4540.614863,8556.778754,1,2708,1
1769.849588,39856.6092,0,4407,1
17546.06913,57238.58635,0,6809,1
18964.27982,61072.38951,0,7410,1
17746.39504,60577.59476,0,7359,1
15260.05854,54265.92156,0,6577,1
12721.59895,44331.06233,0,5122,1
7546.265228,16638.43301,1,6074,1
12998.10446,51608.48437,0,6163,1
4994.502142,9735.693746,1,3404,1
1284.131906,52250.93713,0,6276,1
5809.411633,28784.18706,0,2160,1
3705.097654,38669.4679,0,3838,1
10088.10701,41716.2029,0,4399,1
7259.99802,15705.48824,1,5829,1
4903.248243,9494.567204,1,3061,1
14881.01204,56633.67188,0,6793,1
5559.04663,36588.67139,0,3471,1
3341.964479,9849.874199,1,3197,1
3914.598826,7664.386478,2,4651,1
11364.43432,45972.26561,0,5357,1
3368.36683,6522.258194,2,3688,1
2993.713445,5663.532032,2,3264,1
14522.07574,47943.14027,0,5639,1
12683.64924,43462.31213,0,4966,1
12368.40262,54081.64021,0,6561,1
15841.74792,57076.65622,0,6936,1
3480.081349,7813.574363,1,2133,1
6065.293472,12892.08915,1,4447,1
6301.441479,38855.39014,0,4079,1
6847.950098,17066.69747,1,6305,1
3225.190493,6586.845949,1,1270,1
3016.308414,32649.39009,0,3001,1
5303.222055,12312.42394,1,4509,1
15186.72685,53137.85925,0,6359,1
8523.499522,44559.59365,0,5100,1
8737.754025,44511.79661,0,5121,1
1031.307357,51958.01497,0,6211,1
3233.78588,5735.751943,2,3017,1
8601.790364,35501.4843,0,3639,1
1955.963869,43452.85931,0,4937,1
15298.70204,58758.53121,0,7122,1
10923.13174,46046.4061,0,5386,1
11347.02004,41874.09357,0,4734,1
14200.13524,50528.79611,0,6023,1
11691.63407,47637.92162,0,5665,1
5140.78391,9912.180697,1,3512,1
11040.55386,42644.26549,0,4809,1
3447.675009,6883.627032,2,4215,1
7486.727421,15188.321,1,5702,1
4518.265348,39747.66983,0,3933,1
6129.067643,37561.51531,0,3745,1
5460.857415,12176.28122,1,4247,1
6122.824286,10795.18319,1,3394,1
6824.257348,14797.96257,1,5551,1
3301.565242,6529.743159,2,3734,1
5127.399849,12095.47983,1,4340,1
11048.31325,54003.89914,0,6312,1
2296.680595,4464.122763,2,2041,1
15999.51686,56145.37362,0,6828,1
7328.689583,45723.20215,0,5151,1
12842.83467,43022.24964,0,4854,1
5458.026895,12563.10004,1,4655,1
10033.67771,44231.12477,0,5002,1
18506.53806,60639.33699,0,7364,1
2953.595977,4690.619251,2,2193,1
11248.662,51720.6544,0,6042,1
15651.65059,58174.43748,0,7024,1
6277.925659,13187.34809,1,4908,1
9971.222491,42807.18725,0,4856,1
13514.5848,51863.84362,0,6194,1
2595.213438,5006.006355,3,3884,1
5029.901693,11420.248,1,4078,1
10220.62167,48713.42164,0,5675,1
5972.954848,15474.1043,1,5719,1
3631.787181,7465.868122,1,2020,1
12678.91724,49131.39047,0,5523,1
4252.571862,6207.315437,2,2663,1
7078.203373,44807.37402,0,5030,1
13507.39791,58816.40501,0,7168,1
11546.62914,50271.15604,0,6022,1
15874.128,54884.26554,0,6633,1
14388.82944,51404.23398,0,6167,1
5412.368479,11262.7085,1,4077,1
12592.8707,51103.15592,0,6088,1
12261.32227,53258.68707,0,6372,1
15770.48867,52090.9062,0,6190,1
6478.476323,14504.76993,1,5329,1
14019.0823,56113.74961,0,6818,1
12310.50193,46088.51562,0,5407,1
18936.22929,58385.51962,0,6996,1
12161.32249,50074.14006,0,5911,1
14076.49718,49001.06156,0,5756,1
12106.78476,53594.91949,0,6331,1
9786.3115,38582.28125,0,4020,1
6733.154002,14917.23755,1,5415,1
4886.608947,10854.97695,1,3741,1
10442.44972,50173.10868,0,5979,1
14821.43456,56469.76562,0,6773,1
11903.87293,51561.73398,0,6175,1
10314.77139,49389.7339,0,5873,1
11270.30602,42316.89062,0,4723,1
13874.32578,56058.64774,0,6439,1
12651.97682,49200.20255,0,5825,1
4042.208825,7522.354039,2,4624,1
12193.47852,47599.68706,0,5600,1
6594.734501,34611.96847,0,3408,1
15684.40997,55627.46849,0,6720,1
5248.709184,13475.52069,1,4979,1
5371.435174,11434.11778,1,3782,1
13826.54591,56448.23369,0,6851,1
6423.200729,11947.73737,1,4285,1
7675.0172,45850.0609,0,4954,1
11403.16245,46110.07639,0,5171,1
15352.68762,53851.29678,0,6511,1
2195.741201,53708.99549,0,6280,1
5380.556454,11704.23088,1,4123,1
9536.554408,35285.43673,0,3522,1
14852.84652,45363.93718,0,5042,1
2833.851131,5396.379957,3,4614,1
16447.96028,61013.2007,0,7463,1
9902.307861,45763.531,0,5342,1
13340.76801,48908.06217,0,5720,1
17547.47127,58978.87333,0,7188,1
14368.49699,55745.12499,0,6796,1
11154.40132,50248.10901,0,5963,1
9645.860757,44216.24986,0,5050,1
15481.94325,54239.87481,0,6578,1
12295.82397,46281.43749,0,5456,1
8009.997888,16828.45893,1,6354,1
13591.06412,57835.13908,0,7071,1
3767.941089,7424.155757,2,4626,1
16763.58352,59121.00038,0,7064,1
12091.17926,53089.31203,0,6372,1
12045.10821,56249.29184,0,6693,1
